ProductID,Date,Zip,Units,Revenue,Country
1085,08/30/2020,T6G,1,89.1975,Canada
1085,09/30/2020,T2E,1,89.1975,Canada
1085,12/28/2020,V6Z,1,89.1975,Canada
1105,03/01/2017,T1Y,1,246.6975,Canada
1105,07/15/2020,H1B,1,251.9475,Canada
1105,01/23/2021,M4V,1,246.6975,Canada
1093,03/04/2018,R3T,1,57.6975,Canada
1093,04/10/2018,R3V,1,57.6975,Canada
1093,04/28/2018,T2S,1,57.6975,Canada
1093,10/06/2018,V7W,1,57.6975,Canada
1093,11/03/2018,R3Y,1,57.6975,Canada
1093,12/17/2018,T2X,1,57.6975,Canada
1093,12/27/2019,V7W,1,57.6975,Canada
1093,03/03/2020,V6Z,1,57.6975,Canada
1093,04/17/2021,H2Y,1,62.9475,Canada
1094,05/02/2018,R3M,1,57.6975,Canada
1094,11/13/2018,R3V,1,57.6975,Canada
1181,07/26/2019,V6J,1,419.9475,Canada
1182,04/15/2014,M5X,1,183.6975,Canada
1182,09/15/2014,L5N,1,157.4475,Canada
1182,09/15/2014,V6M,1,157.4475,Canada
1182,11/15/2014,R2G,1,157.4475,Canada
1182,02/28/2015,R3N,1,157.4475,Canada
1182,06/15/2015,R3T,1,157.4475,Canada
1182,06/27/2015,T6B,1,157.4475,Canada
1139,04/25/2015,M5A,1,671.9475,Canada
1170,03/15/2021,L5N,2,934.395,Canada
1170,06/02/2021,T6E,1,467.1975,Canada
1094,06/25/2018,T5K,1,57.6975,Canada
1094,11/10/2018,V6R,1,57.6975,Canada
1094,09/15/2019,T5B,1,57.6975,Canada
1094,11/30/2019,M6P,1,57.6975,Canada
1094,12/21/2019,V6J,1,57.6975,Canada
1094,12/22/2019,T2L,1,57.6975,Canada
1094,12/27/2019,T6K,1,57.6975,Canada
1094,03/16/2020,R3S,1,57.6975,Canada
1094,12/27/2021,M5X,1,62.9475,Canada
1095,06/30/2018,V6Z,1,125.9475,Canada
1095,12/29/2018,M5B,1,120.6975,Canada
1182,08/14/2015,T2J,1,173.1975,Canada
1139,03/05/2017,R3V,1,682.4475,Canada
1108,09/15/2014,M5P,1,160.0725,Canada
1108,01/04/2015,H1B,1,160.0725,Canada
1108,09/29/2015,V6H,1,160.0725,Canada
1109,01/15/2014,R3R,1,209.9475,Canada
1109,06/15/2014,L5K,1,209.9475,Canada
1109,07/15/2014,L5K,1,209.9475,Canada
1109,07/15/2014,R3V,1,209.9475,Canada
1109,09/04/2016,V5T,1,209.9475,Canada
1109,05/13/2017,L5T,1,209.9475,Canada
1109,10/23/2018,V6S,1,209.9475,Canada
1091,12/29/2015,T3G,1,181.0725,Canada
1091,02/12/2016,H1B,1,181.0725,Canada
1091,02/26/2016,T5H,1,181.0725,Canada
1109,01/31/2020,R3K,1,215.1975,Canada
1109,03/24/2020,L5G,1,215.1975,Canada
1109,03/30/2020,T6E,1,209.9475,Canada
1182,10/16/2018,T5K,1,157.4475,Canada
1182,11/04/2018,R3W,1,157.4475,Canada
1117,02/22/2015,V6Z,1,299.1975,Canada
1117,03/01/2015,L5V,1,299.1975,Canada
1117,08/03/2019,T5Y,1,309.6975,Canada
1115,11/27/2021,M5P,1,362.1975,Canada
1091,10/17/2015,M6H,1,181.0725,Canada
1091,10/26/2015,R3B,1,181.0725,Canada
1091,02/02/2016,T6H,1,181.0725,Canada
1091,11/20/2016,T6G,1,181.0725,Canada
1091,12/18/2016,M5R,1,181.0725,Canada
1092,10/17/2015,M6H,1,181.0725,Canada
1092,02/02/2016,T6H,1,181.0725,Canada
1092,02/26/2016,T5H,1,181.0725,Canada
1144,05/18/2020,T6R,1,414.6975,Canada
1086,04/28/2020,T6E,1,86.5725,Canada
1086,05/12/2020,L5N,1,86.5725,Canada
1076,09/05/2017,T5K,1,259.8225,Canada
1086,12/06/2020,T6R,1,89.1975,Canada
1086,12/13/2020,T6H,1,89.1975,Canada
1086,12/17/2017,R3R,1,84,Canada
1086,02/21/2018,M6H,1,89.1975,Canada
1086,06/02/2018,T6G,1,89.1975,Canada
1086,12/29/2018,K1R,1,83.9475,Canada
1086,12/30/2018,T1Y,1,83.9475,Canada
1086,02/03/2019,T2X,1,89.1975,Canada
1075,10/25/2016,L5P,1,259.8225,Canada
1075,11/27/2016,T6H,1,259.8225,Canada
1076,10/15/2014,K1N,1,254.5725,Canada
1076,03/14/2015,T5Y,1,254.5725,Canada
1076,07/05/2015,V6R,1,254.5725,Canada
1076,11/27/2016,T6H,1,259.8225,Canada
1076,08/30/2017,M4R,1,259.8225,Canada
1082,03/26/2017,V6A,1,230.9475,Canada
1085,05/17/2020,L5R,1,86.5725,Canada
1085,11/21/2020,T5G,1,89.1975,Canada
1085,12/21/2020,V5V,1,86.5725,Canada
1065,01/03/2021,L5G,1,314.9475,Canada
1065,11/27/2021,M6H,1,314.9475,Canada
1066,01/15/2014,T2T,1,296.5725,Canada
1066,02/15/2014,K2P,1,296.5725,Canada
1066,11/15/2014,L5P,1,296.5725,Canada
1082,04/15/2014,L4X,1,225.6975,Canada
1082,07/24/2017,V6S,1,230.9475,Canada
1082,02/16/2020,T6E,1,230.9475,Canada
1065,03/07/2018,T6E,1,304.4475,Canada
1065,05/27/2018,V5K,1,309.6975,Canada
1065,06/25/2018,M5A,1,309.6975,Canada
1065,12/30/2021,L4X,1,314.9475,Canada
1086,06/05/2017,R3H,1,84,Canada
1086,07/08/2017,V6Z,1,84,Canada
1085,01/03/2021,V5W,1,89.1975,Canada
1085,01/17/2021,M7Y,1,89.1975,Canada
1085,02/02/2021,T1Y,1,89.1975,Canada
1085,08/31/2021,R2G,1,89.1975,Canada
1085,09/13/2021,K1H,1,89.1975,Canada
1085,03/18/2017,M5P,1,84,Canada
1069,07/28/2021,V5T,1,157.4475,Canada
1069,11/15/2021,V6A,1,157.4475,Canada
1069,12/30/2021,R3H,1,157.4475,Canada
1070,08/29/2021,T5K,1,157.4475,Canada
1081,05/14/2018,R3B,1,230.9475,Canada
1070,11/15/2021,V6A,1,157.4475,Canada
1070,12/30/2021,R3H,1,157.4475,Canada
1075,09/15/2014,L4Y,1,254.5725,Canada
1075,03/14/2015,T5Y,1,254.5725,Canada
1075,10/24/2016,R3T,1,254.5725,Canada
1085,12/23/2019,M4V,1,86.5725,Canada
1085,12/28/2019,L5P,1,86.5725,Canada
1085,12/29/2019,R3H,1,86.5725,Canada
1085,12/29/2019,T6E,1,86.5725,Canada
1085,01/25/2020,R3X,1,86.5725,Canada
1139,04/04/2015,V6G,1,671.9475,Canada
1139,06/08/2016,R3W,1,682.4475,Canada
1139,07/13/2016,V6T,1,682.4475,Canada
1139,07/25/2016,L5P,1,682.4475,Canada
1139,09/07/2016,R2G,1,682.4475,Canada
1139,12/13/2016,R2C,1,682.4475,Canada
1139,02/22/2017,T6K,1,682.4475,Canada
1105,12/27/2021,T3G,1,259.8225,Canada
1110,12/27/2016,T2J,1,209.9475,Canada
1110,09/20/2017,K2P,1,209.9475,Canada
1110,12/20/2017,T5Y,1,209.9475,Canada
1110,03/31/2020,L5V,1,209.9475,Canada
1111,11/15/2014,M7Y,1,118.0725,Canada
1111,08/22/2015,V5W,1,118.0725,Canada
1111,12/14/2015,M5L,1,118.0725,Canada
1097,01/03/2020,T6V,1,293.9475,Canada
1097,04/28/2020,T6E,1,293.9475,Canada
1097,11/28/2020,R3G,1,309.6975,Canada
1097,05/23/2021,R3V,1,309.6975,Canada
1091,05/24/2016,V6B,1,181.0725,Canada
1091,06/21/2016,T5H,1,181.0725,Canada
1091,10/30/2021,T6J,1,175.8225,Canada
1092,02/12/2016,H1B,1,181.0725,Canada
1092,05/29/2016,M6J,1,181.0725,Canada
1092,07/31/2016,V7M,1,181.0725,Canada
1092,01/02/2017,M6P,1,181.0725,Canada
1098,11/05/2018,R2K,1,293.9475,Canada
1098,06/29/2019,L5N,1,293.9475,Canada
1182,11/01/2019,M5A,1,157.4475,Canada
1086,06/23/2021,M4E,1,89.1975,Canada
1086,08/31/2021,R2G,1,89.1975,Canada
1086,10/02/2021,M4E,2,178.395,Canada
1086,11/28/2021,R2C,1,89.1975,Canada
1086,11/30/2021,L5R,1,89.1975,Canada
1106,01/28/2017,T6W,1,246.6975,Canada
1166,03/15/2014,T2C,1,535.4475,Canada
1166,04/15/2014,K1A,1,535.4475,Canada
1166,05/15/2014,M4E,1,535.4475,Canada
1166,05/15/2014,M6S,1,535.4475,Canada
1166,04/11/2015,T6H,2,1102.395,Canada
1166,03/25/2017,R2V,1,535.4475,Canada
1168,11/15/2014,H1B,1,367.4475,Canada
1168,04/20/2015,R2Y,1,377.9475,Canada
1168,07/27/2016,V7Y,1,377.9475,Canada
1168,08/20/2016,L5W,1,377.9475,Canada
1168,08/31/2016,M7Y,1,377.9475,Canada
1168,01/31/2018,R2C,1,367.4475,Canada
1168,06/30/2018,V6Z,1,367.4475,Canada
1098,03/30/2021,M4V,1,309.6975,Canada
1114,10/03/2017,R3H,1,162.6975,Canada
1114,12/26/2017,V6T,1,167.9475,Canada
1114,08/25/2018,V5Y,1,152.1975,Canada
1114,10/29/2018,L5T,1,152.1975,Canada
1114,10/27/2020,K1H,1,157.4475,Canada
1098,11/11/2018,M4E,1,293.9475,Canada
1098,01/05/2019,R3E,1,293.9475,Canada
1098,08/02/2019,L5R,1,293.9475,Canada
1087,11/17/2020,V6G,1,286.0725,Canada
1088,11/17/2020,V6G,1,286.0725,Canada
1139,02/14/2017,V7M,1,682.4475,Canada
1139,04/11/2017,T1Y,1,682.4475,Canada
1156,07/20/2015,T2J,1,341.1975,Canada
1156,12/03/2017,H1B,1,346.4475,Canada
1143,08/09/2019,R3H,1,551.1975,Canada
1144,06/25/2016,M6G,1,414.6975,Canada
1144,07/17/2016,T6G,1,414.6975,Canada
1144,10/15/2016,T5Y,1,414.6975,Canada
1144,04/30/2017,T6K,1,414.6975,Canada
1144,08/13/2017,T3G,1,414.6975,Canada
1112,05/15/2014,V6R,1,116.4975,Canada
1112,06/15/2014,M4E,1,116.4975,Canada
1112,02/07/2015,V5K,1,118.0725,Canada
1112,12/05/2015,L5T,1,120.6975,Canada
1112,02/05/2018,L5T,1,120.6975,Canada
1113,12/28/2020,M4E,1,146.9475,Canada
1113,01/03/2021,M4V,1,146.9475,Canada
1113,03/06/2021,K2P,1,146.9475,Canada
1085,05/03/2017,M6H,1,84,Canada
1085,10/25/2017,R2V,1,84,Canada
1085,10/29/2017,L5R,1,89.1975,Canada
1085,10/30/2017,R2W,1,89.1975,Canada
1085,11/15/2017,V6M,1,89.1975,Canada
1085,11/25/2017,T6E,1,84,Canada
1085,12/30/2017,R3G,1,84,Canada
1085,05/17/2020,V7W,1,86.5725,Canada
1085,05/23/2020,T6E,1,86.5725,Canada
1085,05/31/2020,M4P,1,86.5725,Canada
1085,11/27/2021,L5H,1,89.1975,Canada
1065,01/17/2017,R3T,2,608.895,Canada
1066,12/27/2021,T5Y,1,314.9475,Canada
1062,11/13/2016,R3M,1,149.5725,Canada
1062,12/07/2016,V6S,1,149.5725,Canada
1062,03/28/2017,T2C,1,149.5725,Canada
1062,03/12/2018,V5V,1,149.5725,Canada
1082,03/29/2016,R3G,1,230.9475,Canada
1085,06/02/2018,T5V,1,89.1975,Canada
1085,07/30/2018,T6K,1,83.9475,Canada
1086,11/27/2021,V7W,1,89.1975,Canada
1086,11/28/2021,T6R,1,89.1975,Canada
1086,06/02/2018,T5V,1,89.1975,Canada
1086,10/14/2018,V6G,1,89.1975,Canada
1086,12/23/2018,T5V,1,83.9475,Canada
1086,02/03/2019,R3T,1,83.9475,Canada
1075,08/07/2017,L5P,1,259.8225,Canada
1075,08/12/2017,T6R,1,259.8225,Canada
1085,10/27/2021,V7W,1,89.1975,Canada
1085,06/19/2017,M4Y,1,84,Canada
1085,12/27/2017,K1N,1,89.1975,Canada
1085,03/31/2018,R3X,1,89.1975,Canada
1085,12/09/2018,T3C,1,83.9475,Canada
1085,12/29/2018,L5P,1,83.9475,Canada
1085,12/30/2018,M4E,2,167.895,Canada
1085,12/30/2018,R3G,1,83.9475,Canada
1085,06/16/2020,K2A,1,86.5725,Canada
1085,12/13/2020,T6G,1,89.1975,Canada
1085,12/22/2020,L5R,1,89.1975,Canada
1085,02/01/2021,T2A,1,89.1975,Canada
1085,03/31/2021,R2G,1,89.1975,Canada
1086,12/26/2016,V7W,1,84,Canada
1085,01/08/2019,L5G,1,83.9475,Canada
1085,01/28/2019,T6K,1,83.9475,Canada
1085,04/01/2019,T2C,1,83.9475,Canada
1085,10/20/2019,R2V,1,86.5725,Canada
1085,11/29/2019,T6G,1,86.5725,Canada
1085,12/17/2019,T2Y,1,86.5725,Canada
1085,12/20/2019,L5M,1,86.5725,Canada
1062,12/05/2018,T6E,1,141.6975,Canada
1081,02/04/2017,T5K,1,230.9475,Canada
1081,07/24/2017,V6S,1,230.9475,Canada
1085,10/29/2019,R2V,1,86.5725,Canada
1085,11/30/2019,T2J,1,86.5725,Canada
1085,12/09/2019,M4E,1,86.5725,Canada
1085,12/13/2019,T6H,1,86.5725,Canada
1085,01/31/2020,T3C,1,86.5725,Canada
1085,04/01/2020,R3A,1,86.5725,Canada
1085,08/03/2020,L5H,1,86.5725,Canada
1085,09/19/2020,L4Y,1,86.5725,Canada
1086,12/20/2017,M6S,1,84,Canada
1086,12/30/2017,T6W,1,89.1975,Canada
1086,02/03/2018,R2L,1,89.1975,Canada
1069,08/11/2021,H1B,1,157.4475,Canada
1069,10/31/2021,V7T,1,157.4475,Canada
1066,01/16/2017,V5T,1,304.4475,Canada
1066,02/13/2017,L5P,1,304.4475,Canada
1066,10/01/2018,T6H,1,309.6975,Canada
1075,10/26/2016,V5X,1,259.8225,Canada
1075,03/04/2017,R2L,1,254.5725,Canada
1076,05/04/2015,T2L,1,254.5725,Canada
1076,07/19/2015,V7Y,1,254.5725,Canada
1076,08/26/2017,L5R,1,259.8225,Canada
1076,10/11/2017,M6P,1,259.8225,Canada
1110,10/23/2018,V6S,1,209.9475,Canada
1110,01/31/2020,R3K,1,215.1975,Canada
1110,03/24/2020,L5G,1,215.1975,Canada
1110,03/30/2020,T6E,1,209.9475,Canada
1111,03/15/2014,R3H,1,116.4975,Canada
1111,11/15/2014,V7Y,1,118.0725,Canada
1111,04/23/2016,R3T,1,118.0725,Canada
1111,08/31/2016,V5N,1,120.6975,Canada
1094,02/15/2020,V5T,1,57.6975,Canada
1094,03/31/2020,T6E,1,57.6975,Canada
1094,09/28/2020,T6G,1,62.9475,Canada
1094,03/20/2021,T5K,1,62.9475,Canada
1095,12/30/2017,L4Y,1,125.9475,Canada
1095,12/31/2017,M4R,1,125.9475,Canada
1095,10/30/2018,V6M,1,125.9475,Canada
1095,12/08/2018,V5V,1,120.6975,Canada
1095,01/06/2019,T6G,1,120.6975,Canada
1095,10/12/2020,R2G,1,120.6975,Canada
1095,02/21/2021,M5P,1,125.9475,Canada
1182,05/21/2016,R3T,1,173.1975,Canada
1182,06/04/2016,T5K,1,173.1975,Canada
1182,10/17/2016,R3V,1,173.1975,Canada
1182,12/26/2016,R2L,1,157.4475,Canada
1182,09/30/2017,R3H,1,173.1975,Canada
1120,10/24/2020,R3A,2,351.645,Canada
1120,03/29/2021,M5R,1,175.8225,Canada
1120,05/15/2021,T5W,1,175.8225,Canada
1111,06/25/2017,M4P,1,120.6975,Canada
1111,02/05/2018,L5T,1,120.6975,Canada
1165,03/23/2019,L5R,1,577.4475,Canada
1165,04/26/2019,V7W,1,577.4475,Canada
1165,06/01/2019,L5N,1,577.4475,Canada
1165,12/20/2019,R3X,1,577.4475,Canada
1165,06/27/2020,M6H,1,577.4475,Canada
1165,08/02/2020,K1H,1,577.4475,Canada
1165,09/27/2020,L5R,1,577.4475,Canada
1095,12/17/2019,V6Z,1,120.6975,Canada
1106,05/26/2020,R3X,1,251.9475,Canada
1106,07/24/2021,L5J,1,259.8225,Canada
1107,07/15/2014,K1R,1,160.0725,Canada
1107,10/15/2014,M6H,1,160.0725,Canada
1107,05/22/2015,V5X,1,160.0725,Canada
1109,03/15/2014,T2J,1,209.9475,Canada
1182,11/26/2017,L5N,1,157.4475,Canada
1182,03/27/2018,R2G,1,157.4475,Canada
1120,06/15/2014,R2G,1,175.8225,Canada
1120,01/25/2020,L5T,1,175.8225,Canada
1165,10/07/2020,T3G,1,577.4475,Canada
1165,12/02/2020,L5N,1,577.4475,Canada
1112,02/15/2014,R3T,1,116.4975,Canada
1112,03/06/2015,R3B,1,116.4975,Canada
1112,12/22/2015,V5S,1,120.6975,Canada
1112,03/09/2016,V7R,1,118.0725,Canada
1112,06/21/2016,V6M,1,120.6975,Canada
1112,12/09/2020,T2X,1,120.6975,Canada
1113,10/31/2020,V5V,1,146.9475,Canada
1113,12/19/2020,T6J,1,146.9475,Canada
1113,01/19/2021,V7W,1,146.9475,Canada
1132,05/30/2018,T6E,1,629.9475,Canada
1133,05/15/2014,T6H,1,629.9475,Canada
1133,06/15/2014,T5G,1,650.9475,Canada
1133,11/13/2016,L5T,1,645.6975,Canada
1061,12/16/2018,V6M,1,141.6975,Canada
1061,12/27/2019,T6K,1,146.9475,Canada
1061,12/29/2019,L4X,1,146.9475,Canada
1061,07/27/2021,M4E,1,146.9475,Canada
1061,10/02/2021,T6J,1,146.9475,Canada
1085,09/30/2018,M5B,1,83.9475,Canada
1066,02/23/2016,V6H,1,304.4475,Canada
1085,03/07/2018,V6S,1,84,Canada
1080,01/15/2014,V6B,1,262.4475,Canada
1080,07/15/2014,V6L,1,265.0725,Canada
1082,10/15/2014,T6E,1,228.3225,Canada
1082,04/04/2015,M5X,1,228.3225,Canada
1082,04/20/2015,M5R,1,228.3225,Canada
1081,03/05/2017,R3T,1,230.9475,Canada
1081,12/05/2018,T6E,1,230.9475,Canada
1085,11/03/2020,M5R,1,89.1975,Canada
